1745369764.902943 server started (52921): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1745369764.902976 on Linux 6.14.2-300.fc42.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Apr 10 21:50:55 UTC 2025
1745369764.902993 using libevent 2.1.12-stable poll
1745369764.902999 using ncurses 6.5 20240629
1745369764.930661 args_parse: 2 = search-again (type STRING)
1745369764.930664 cmd_parse_build_commands: send-keys -X search-again
1745369764.930666 args_parse_flags: next -Tcopy-mode
1745369764.930667 args_parse_flag_argument: -T = copy-mode
1745369764.930668 args_parse_flags: next n
1745369764.930670 args_parse: flags end at 2 of 4
1745369764.930671 args_parse: 2 = n (type STRING)
1745369764.930674 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1745369764.930677 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1745369764.930679 cmdq_get_command: [bind-key/0x562621eb9ac0] group 1539
1745369764.930681 cmdq_append <global>: [bind-key/0x562621eb9ac0]
1745369764.930683 yylex_token: end at WS
1745369764.930684 yylex_token: bind
1745369764.930686 yylex_token: end at WS
1745369764.930687 yylex_token: -Tcopy-mode
1745369764.930689 yylex_token: end at WS
1745369764.930690 yylex_token: q
1745369764.930691 yylex_token: end at WS
1745369764.930693 yylex_token: send
1745369764.930694 yylex_token: end at WS
1745369764.930695 yylex_token: -X
1745369764.930697 yylex_token: end at WS
1745369764.930698 yylex_token: cancel
1745369764.930700 cmd_parse_build_commands 0:0: bind
1745369764.930701 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930703 cmd_parse_build_commands 0:2: q
1745369764.930704 cmd_parse_build_commands 0:3 0:0: send
1745369764.930706 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930707 cmd_parse_build_commands 0:3 0:2: cancel
1745369764.930709 cmd_parse_build_commands 0:0: send
1745369764.930711 cmd_parse_build_commands 0:1: -X
1745369764.930712 cmd_parse_build_commands 0:2: cancel
1745369764.930715 args_parse_flags: next -X
1745369764.930716 args_parse_flags: -X
1745369764.930717 args_parse_flags: next cancel
1745369764.930719 args_parse: flags end at 2 of 3
1745369764.930720 args_parse: 2 = cancel (type STRING)
1745369764.930723 cmd_parse_build_commands: send-keys -X cancel
1745369764.930725 args_parse_flags: next -Tcopy-mode
1745369764.930726 args_parse_flag_argument: -T = copy-mode
1745369764.930728 args_parse_flags: next q
1745369764.930729 args_parse: flags end at 2 of 4
1745369764.930730 args_parse: 2 = q (type STRING)
1745369764.930733 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1745369764.930736 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1745369764.930738 cmdq_get_command: [bind-key/0x562621eb9e40] group 1547
1745369764.930740 cmdq_append <global>: [bind-key/0x562621eb9e40]
1745369764.930742 yylex_token: end at WS
1745369764.930743 yylex_token: bind
1745369764.930745 yylex_token: end at WS
1745369764.930746 yylex_token: -Tcopy-mode
1745369764.930748 yylex_token: end at WS
1745369764.930749 yylex_token: r
1745369764.930750 yylex_token: end at WS
1745369764.930752 yylex_token: send
1745369764.930754 yylex_token: end at WS
1745369764.930756 yylex_token: -X
1745369764.930757 yylex_token: end at WS
1745369764.930759 yylex_token: refresh-from-pane
1745369764.930760 cmd_parse_build_commands 0:0: bind
1745369764.930762 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930763 cmd_parse_build_commands 0:2: r
1745369764.930765 cmd_parse_build_commands 0:3 0:0: send
1745369764.930766 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930768 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1745369764.930770 cmd_parse_build_commands 0:0: send
1745369764.930771 cmd_parse_build_commands 0:1: -X
1745369764.930773 cmd_parse_build_commands 0:2: refresh-from-pane
1745369764.930775 args_parse_flags: next -X
1745369764.930776 args_parse_flags: -X
1745369764.930778 args_parse_flags: next refresh-from-pane
1745369764.930779 args_parse: flags end at 2 of 3
1745369764.930781 args_parse: 2 = refresh-from-pane (type STRING)
1745369764.930783 cmd_parse_build_commands: send-keys -X refresh-from-pane
1745369764.930785 args_parse_flags: next -Tcopy-mode
1745369764.930786 args_parse_flag_argument: -T = copy-mode
1745369764.930787 args_parse_flags: next r
1745369764.930789 args_parse: flags end at 2 of 4
1745369764.930790 args_parse: 2 = r (type STRING)
1745369764.930793 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1745369764.930796 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1745369764.930798 cmdq_get_command: [bind-key/0x562621eb5d30] group 1555
1745369764.930800 cmdq_append <global>: [bind-key/0x562621eb5d30]
1745369764.930803 yylex_token: end at WS
1745369764.930805 yylex_token: bind
1745369764.930806 yylex_token: end at WS
1745369764.930807 yylex_token: -Tcopy-mode
1745369764.930809 yylex_token: end at WS
1745369764.930810 yylex_token: t
1745369764.930812 yylex_token: end at WS
1745369764.930813 yylex_token: command-prompt
1745369764.930815 yylex_token: end at WS
1745369764.930816 yylex_token: -1p(jump to forward)
1745369764.930818 yylex_token: end at WS
1745369764.930819 yylex_token: send
1745369764.930820 yylex_token: end at WS
1745369764.930822 yylex_token: -X
1745369764.930823 yylex_token: end at WS
1745369764.930825 yylex_token: jump-to-forward
1745369764.930826 yylex_token: end at WS
1745369764.930827 yylex_token: %%
1745369764.930829 cmd_parse_build_commands 0:0: bind
1745369764.930831 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930832 cmd_parse_build_commands 0:2: t
1745369764.930834 cmd_parse_build_commands 0:3 0:0: command-prompt
1745369764.930835 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1745369764.930837 cmd_parse_build_commands 0:3 0:2 0:0: send
1745369764.930839 cmd_parse_build_commands 0:3 0:2 0:1: -X
1745369764.930840 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1745369764.930842 cmd_parse_build_commands 0:3 0:2 0:3: %%
1745369764.930844 cmd_parse_build_commands 0:0: command-prompt
1745369764.930845 cmd_parse_build_commands 0:1: -1p(jump to forward)
1745369764.930847 cmd_parse_build_commands 0:2 0:0: send
1745369764.930848 cmd_parse_build_commands 0:2 0:1: -X
1745369764.930851 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1745369764.930853 cmd_parse_build_commands 0:2 0:3: %%
1745369764.930854 cmd_parse_build_commands 0:0: send
1745369764.930856 cmd_parse_build_commands 0:1: -X
1745369764.930857 cmd_parse_build_commands 0:2: jump-to-forward
1745369764.930859 cmd_parse_build_commands 0:3: %%
1745369764.930861 args_parse_flags: next -X
1745369764.930862 args_parse_flags: -X
1745369764.930864 args_parse_flags: next jump-to-forward
1745369764.930865 args_parse: flags end at 2 of 4
1745369764.930867 args_parse: 2 = jump-to-forward (type STRING)
1745369764.930869 args_parse: 3 = %% (type STRING)
1745369764.930888 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1745369764.930893 args_parse_flags: next -1p(jump to forward)
1745369764.930895 args_parse_flags: -1
1745369764.930897 args_parse_flag_argument: -p = (jump to forward)
1745369764.930903 args_parse: flags end at 2 of 3
1745369764.930908 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1745369764.930912 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1745369764.930914 args_parse_flags: next -Tcopy-mode
1745369764.930915 args_parse_flag_argument: -T = copy-mode
1745369764.930917 args_parse_flags: next t
1745369764.930918 args_parse: flags end at 2 of 4
1745369764.930920 args_parse: 2 = t (type STRING)
1745369764.930923 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1745369764.930928 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1745369764.930930 cmdq_get_command: [bind-key/0x562621ebad50] group 1563
1745369764.930931 cmdq_append <global>: [bind-key/0x562621ebad50]
1745369764.930934 yylex_token: end at WS
1745369764.930935 yylex_token: bind
1745369764.930937 yylex_token: end at WS
1745369764.930938 yylex_token: -Tcopy-mode
1745369764.930940 yylex_token: end at WS
1745369764.930941 yylex_token: Home
1745369764.930942 yylex_token: end at WS
1745369764.930944 yylex_token: send
1745369764.930945 yylex_token: end at WS
1745369764.930946 yylex_token: -X
1745369764.930948 yylex_token: end at WS
1745369764.930949 yylex_token: start-of-line
1745369764.930951 cmd_parse_build_commands 0:0: bind
1745369764.930952 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930953 cmd_parse_build_commands 0:2: Home
1745369764.930955 cmd_parse_build_commands 0:3 0:0: send
1745369764.930956 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930958 cmd_parse_build_commands 0:3 0:2: start-of-line
1745369764.930960 cmd_parse_build_commands 0:0: send
1745369764.930961 cmd_parse_build_commands 0:1: -X
1745369764.930962 cmd_parse_build_commands 0:2: start-of-line
1745369764.930965 args_parse_flags: next -X
1745369764.930966 args_parse_flags: -X
1745369764.930967 args_parse_flags: next start-of-line
1745369764.930969 args_parse: flags end at 2 of 3
1745369764.930970 args_parse: 2 = start-of-line (type STRING)
1745369764.930972 cmd_parse_build_commands: send-keys -X start-of-line
1745369764.930974 args_parse_flags: next -Tcopy-mode
1745369764.930975 args_parse_flag_argument: -T = copy-mode
1745369764.930976 args_parse_flags: next Home
1745369764.930978 args_parse: flags end at 2 of 4
1745369764.930979 args_parse: 2 = Home (type STRING)
1745369764.930982 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1745369764.930985 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1745369764.930987 cmdq_get_command: [bind-key/0x562621eb9590] group 1575
1745369764.930989 cmdq_append <global>: [bind-key/0x562621eb9590]
1745369764.930991 yylex_token: end at WS
1745369764.930992 yylex_token: bind
1745369764.930994 yylex_token: end at WS
1745369764.930995 yylex_token: -Tcopy-mode
1745369764.930996 yylex_token: end at WS
1745369764.930998 yylex_token: End
1745369764.930999 yylex_token: end at WS
1745369764.931000 yylex_token: send
1745369764.931002 yylex_token: end at WS
1745369764.931006 yylex_token: -X
1745369764.931007 yylex_token: end at WS
1745369764.931009 yylex_token: end-of-line
1745369764.931010 cmd_parse_build_commands 0:0: bind
1745369764.931012 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.931013 cmd_parse_build_commands 0:2: End
1745369764.931015 cmd_parse_build_commands 0:3 0:0: send
1745369764.931016 cmd_parse_build_commands 0:3 0:1: -X
1745369764.931018 cmd_parse_build_commands 0:3 0:2: end-of-line
1745369764.931019 cmd_parse_build_commands 0:0: send
1745369764.931021 cmd_parse_build_commands 0:1: -X
1745369764.931022 cmd_parse_build_commands 0:2: end-of-line
1745369764.931024 args_parse_flags: next -X
1745369764.931026 args_parse_flags: -X
1745369764.931027 args_parse_flags: next end-of-line
1745369764.931029 args_parse: flags end at 2 of 3
1745369764.931030 args_parse: 2 = end-of-line (type STRING)
1745369764.931032 cmd_parse_build_commands: send-keys -X end-of-line
1745369764.931034 args_parse_flags: next -Tcopy-mode
1745369764.931037 args_parse_flag_argument: -T = copy-mode
1745369764.931039 args_parse_flags: next End
1745369764.931040 args_parse: flags end at 2 of 4
1745369764.931042 args_parse: 2 = End (type STRING)
1745369764.931044 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1745369764.931047 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1745369764.931049 cmdq_get_command: [bind-key/0x562621ebb290] group 1583
1745369764.931050 cmdq_append <global>: [bind-key/0x562621ebb290]
1745369764.931054 yylex_token: end at WS
1745369764.931055 yylex_token: bind
1745369764.931057 yylex_token: end at WS
1745369764.931058 yylex_token: -Tcopy-mode
1745369764.931060 yylex_token: end at WS
1745369764.931061 yylex_token: MouseDown1Pane
1745369764.931063 yylex_token: end at EOF
1745369764.931064 yylex_token: select-pane
1745369764.931066 cmd_parse_build_commands 0:0: bind
1745369764.931067 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.931068 cmd_parse_build_commands 0:2: MouseDown1Pane
1745369764.931070 cmd_parse_build_commands 0:3: select-pane
1745369764.931072 args_parse_flags: next -Tcopy-mode
1745369764.931073 args_parse_flag_argument: -T = copy-mode
1745369764.931075 args_parse_flags: next MouseDown1Pane
1745369764.931076 args_parse: flags end at 2 of 4
1745369764.931077 args_parse: 2 = MouseDown1Pane (type STRING)
1745369764.931079 args_parse: 3 = select-pane (type STRING)
1745369764.931082 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1745369764.931084 cmdq_get_command: [bind-key/0x562621ebb460] group 1591
1745369764.931086 cmdq_append <global>: [bind-key/0x562621ebb460]
1745369764.931088 yylex_token: end at WS
1745369764.931089 yylex_token: bind
1745369764.931091 yylex_token: end at WS
1745369764.931092 yylex_token: -Tcopy-mode
1745369764.931094 yylex_token: end at WS
1745369764.931095 yylex_token: MouseDrag1Pane
1745369764.931099 yylex_token: end at ;
1745369764.931100 yylex_token: select-pane
1745369764.931102 yylex_token: end at WS
1745369764.931103 yylex_token: send
1745369764.931104 yylex_token: end at WS
1745369764.931106 yylex_token: -X
1745369764.931107 yylex_token: end at WS
1745369764.931109 yylex_token: begin-selection
1745369764.931110 cmd_parse_build_commands 0:0: bind
1745369764.931112 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.931113 cmd_parse_build_commands 0:2: MouseDrag1Pane
1745369764.931115 cmd_parse_build_commands 0:3 0:0: select-pane
1745369764.931116 cmd_parse_build_commands 0:3 1:0: send
1745369764.931118 cmd_parse_build_commands 0:3 1:1: -X
1745369764.931119 cmd_parse_build_commands 0:3 1:2: begin-selection
1745369764.931121 cmd_parse_build_commands 0:0: select-pane
1745369764.931122 cmd_parse_build_commands 1:0: send
1745369764.931124 cmd_parse_build_commands 1:1: -X
1745369764.931125 cmd_parse_build_commands 1:2: begin-selection
1745369764.931127 args_parse: flags end at 1 of 1
1745369764.931130 args_parse_flags: next -X
1745369764.931131 args_parse_flags: -X
1745369764.931132 args_parse_flags: next begin-selection
1745369764.931134 args_parse: flags end at 2 of 3
1745369764.931135 args_parse: 2 = begin-selection (type STRING)
1745369764.931138 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1745369764.931140 args_parse_flags: next -Tcopy-mode
1745369764.931141 args_parse_flag_argument: -T = copy-mode
1745369764.931142 args_parse_flags: next MouseDrag1Pane
1745369764.931144 args_parse: flags end at 2 of 4
1745369764.931145 args_parse: 2 = MouseDrag1Pane (type STRING)
1745369764.931148 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1745369764.931152 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1745369764.931154 cmdq_get_command: [bind-key/0x562621ebbb10] group 1595
1745369764.931155 cmdq_append <global>: [bind-key/0x562621ebbb10]
1745369764.931157 yylex_token: end at WS
1745369764.931159 yylex_token: bind
1745369764.931160 yylex_token: end at WS
1745369764.931162 yylex_token: -Tcopy-mode
1745369764.931163 yylex_token: end at WS
1745369764.931166 yylex_token: MouseDragEnd1Pane
1745369764.931168 yylex_token: end at WS
1745369764.931169 yylex_token: send
1745369764.931170 yylex_token: end at WS
1745369764.931172 yylex_token: -X
1745369764.931173 yylex_token: end at WS
1745369764.931175 yylex_token: copy-pipe-and-cancel
1745369764.931176 cmd_parse_build_commands 0:0: bind
1745369764.931178 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.931179 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1745369764.931181 cmd_parse_build_commands 0:3 0:0: send
1745369764.931182 cmd_parse_build_commands 0:3 0:1: -X
1745369764.931184 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1745369764.931185 cmd_parse_build_commands 0:0: send
1745369764.931187 cmd_parse_build_commands 0:1: -X
1745369764.931188 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1745369764.931190 args_parse_flags: next -X
1745369764.931192 args_parse_flags: -X
1745369764.931193 args_parse_flags: next copy-pipe-and-cancel
1745369764.931195 args_parse: flags end at 2 of 3
1745369764.931196 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1745369764.931199 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1745369764.931200 args_parse_flags: next -Tcopy-mode
1745369764.931201 args_parse_flag_argument: -T = copy-mode
1745369764.931203 args_parse_flags: next MouseDragEnd1Pane
1745369764.931204 args_parse: flags end at 2 of 4
1745369764.931206 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1745369764.931208 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1745369764.931212 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1745369764.931214 cmdq_get_command: [bind-key/0x562621ebbf60] group 1604
1745369764.931215 cmdq_append <global>: [bind-key/0x562621ebbf60]
1745369764.931217 yylex_token: end at WS
1745369764.931219 yylex_token: bind
1745369764.931220 yylex_token: end at WS
